DA36JLR,2040-05-24,2066-09-22,taxi,Leeds,mpIRZ,false
HL43SIQ,1988-12-30,2048-10-18,PHV,Birmingham,ojBJS,true
KY94SKM,2023-09-18,2031-10-05,taxi,Leeds,ouOQT,true
ZI86BDJ,2025-09-10,2026-06-23,PHV,Birmingham,oqLMZ,false
AN78WDB,1898-05-11,2042-02-18,PHV,Birmingham,liMKQ,true
NZ34SVE,1911-12-13,1995-09-28,taxi,Birmingham,slUZT,true
QB47AOR,1975-12-05,2036-05-14,PHV,Leeds,ofSYJ,false
SU75ILO,2082-01-12,2086-04-01,taxi,Leeds,bcVGF,false
PX94AKW,2057-09-06,2098-05-21,PHV,Leeds,rnLEO,true
YZ75SIW,2056-01-31,2067-02-19,taxi,Birmingham,ktSIK,true
AX42YFR,2081-02-20,2084-05-04,PHV,Leeds,rvTDK,false
MD41ESC,2010-08-26,2021-12-23,PHV,Birmingham,ibLQI,false
NB95DRB,2007-05-23,2041-02-19,taxi,Leeds,zhKBS,false
FR26DFJ,2030-11-11,2044-11-02,PHV,Birmingham,azUPI,false
LP62COF,2017-04-12,2038-02-12,taxi,Birmingham,aePFB,true
VW67DVK,2030-10-18,2047-01-03,PHV,Leeds,qfMCF,false
KN98MUE,2052-01-05,2077-01-28,taxi,Leeds,mdBGX,true
RQ65MHY,1920-01-12,2012-09-30,PHV,Leeds,uzGHU,false
SC18UAI,1896-02-21,1982-04-03,taxi,Birmingham,woPZY,true
AX29UHP,1993-12-10,2024-11-23,taxi,Leeds,rvUZX,false
VG14QEM,2087-06-18,2091-11-13,taxi,Birmingham,epGMZ,true
YQ86NCA,1898-08-21,2074-12-21,PHV,Leeds,jeSBU,false
PY27QTA,1931-08-16,2019-03-30,PHV,Birmingham,sqAXJ,true
FX65NHO,1886-05-23,1894-03-11,PHV,Birmingham,kuRBJ,false
SO82MXC,1953-02-06,2037-03-31,taxi,Birmingham,mvYNZ,true
CY48WTS,2016-11-11,2022-02-08,PHV,Birmingham,fyQUW,true
SV83CQP,2075-11-08,2091-03-12,taxi,Leeds,qpXLK,false
LR75SOZ,1963-08-11,1991-09-19,PHV,Leeds,rgTZS,false
OD46DFL,1892-09-10,1896-09-10,taxi,Leeds,ytIEM,true
UK18HQO,1987-01-11,2036-02-20,taxi,Leeds,tjHUE,false
EU32ABX,1949-03-18,2040-06-19,PHV,Birmingham,pfRMT,false
HF68UDG,2066-05-13,2090-10-20,taxi,Leeds,uwFWG,false
SA19NWQ,2031-02-04,2042-10-17,taxi,Leeds,iyBUT,true
RN65XRI,2023-09-16,2074-10-29,taxi,Leeds,eaBPF,true
SN86JZA,2037-10-12,2052-01-08,taxi,Birmingham,kiAKB,true
QP25ODY,2092-06-05,2093-04-10,PHV,Birmingham,imZIG,true
QH87ZGB,2090-05-22,2097-03-30,PHV,Leeds,ioARF,false
PG25RKV,2035-05-28,2059-06-20,PHV,Birmingham,dvUXP,true
QB48HSC,1927-03-30,2093-11-11,taxi,Birmingham,ysEVR,false
OB52QBZ,1993-08-27,2007-05-23,PHV,Birmingham,drBHO,true
RK63PZL,1896-04-12,1945-04-21,PHV,Leeds,owRKM,true
MT72GSB,2033-02-12,2045-09-29,PHV,Birmingham,edWIT,false
OX69SYR,1918-04-11,2047-06-21,PHV,Birmingham,yzZMB,false
NS76SJW,2009-08-15,2067-02-08,PHV,Birmingham,sdQFE,true
NF95YHK,1938-10-29,1944-02-29,taxi,Leeds,oiMJD,false
XH96WPV,2063-08-26,2075-11-04,taxi,Leeds,ytRLB,true
EW94SIM,2087-05-29,2094-07-10,taxi,Birmingham,iqNZX,true
WQ73AJB,2028-08-05,2065-01-19,PHV,Leeds,fvTRF,false
YN76WRG,1953-09-02,2065-11-03,PHV,Leeds,ogBGF,false
TF24TBP,1965-06-14,2091-11-02,taxi,Birmingham,ftIHZ,false
XW41MOS,1958-01-22,2036-06-13,taxi,Birmingham,ftEKS,false
HX36FDI,1915-10-22,1918-07-05,PHV,Leeds,smRTJ,true
DA47AJG,2077-02-13,2078-06-05,taxi,Leeds,gnPZB,false
LU16EPK,1913-11-29,2056-02-27,taxi,Leeds,qjIME,true
KW45YSU,1897-09-18,2064-08-22,taxi,Birmingham,dgIHF,false
ZC97WNQ,1978-06-18,2029-05-10,PHV,Birmingham,nfINH,true
BZ82CFU,1924-09-05,2086-01-16,taxi,Leeds,wyEWM,true
PW24PTJ,1921-06-20,1953-07-17,taxi,Leeds,mcZTN,true
NU94ZGQ,2030-12-28,2078-12-24,PHV,Birmingham,yvWSX,true
XH28HPM,1992-10-20,2051-09-03,taxi,Birmingham,kpJEQ,false
KL93XVI,2072-04-02,2099-09-24,taxi,Birmingham,irJCI,true
PX43MAV,2079-03-28,2098-07-30,PHV,Leeds,grFBG,true
YO32UZX,1902-12-16,1954-11-25,PHV,Leeds,mkXWK,true
YZ73QUB,2034-02-20,2098-05-26,PHV,Leeds,icDQC,false
WL74JQE,2005-03-29,2029-02-13,PHV,Birmingham,wjHMR,true
OW86HQV,1906-05-17,1938-06-17,PHV,Leeds,sbIZR,true
LE39IAX,2059-07-23,2094-07-04,taxi,Leeds,amTCU,false
XU51OIH,1948-12-19,2066-05-05,PHV,Birmingham,vkNXK,false
OU85RWZ,2099-02-18,2099-12-13,PHV,Leeds,exTEI,false
VX17LZC,2031-08-30,2045-11-17,PHV,Birmingham,tqBQW,true
TM15OGC,2029-01-18,2050-02-12,PHV,Leeds,kwHLY,true
VQ47YRS,2060-05-31,2082-05-19,taxi,Leeds,cbGEY,false
EO18EFN,2091-02-10,2096-07-04,taxi,Birmingham,buFVS,true
SU81RZE,1983-07-21,2086-06-11,taxi,Leeds,xsGWD,true
HR56WQR,1890-06-27,1986-07-26,taxi,Leeds,bmGZC,true
UL71HPA,1927-06-17,2080-01-02,PHV,Leeds,osZEF,false
AN38BSH,2093-07-10,2096-07-28,PHV,Birmingham,isZPS,true
XW54GDB,1915-12-01,2007-03-31,taxi,Birmingham,uwBQO,false
NR85RTV,1976-12-19,2014-12-16,taxi,Birmingham,znHNO,true
NL65DRB,1962-05-22,2050-01-10,PHV,Leeds,krWIM,false
VI13GYZ,1904-05-18,2087-11-02,taxi,Birmingham,zjVYP,false
XJ42BYK,1917-07-03,2021-12-28,PHV,Birmingham,ukAKW,true
AU98PXK,2044-03-26,2090-06-24,PHV,Birmingham,nsYMJ,false
QV82BWU,2014-08-29,2022-04-19,PHV,Leeds,hySVE,false
XK84PTI,2043-03-03,2072-01-03,taxi,Leeds,wvWNU,false
MK37ONE,1972-01-03,2086-05-28,PHV,Leeds,xmBFR,false
PF79XQS,1957-07-31,2030-03-19,taxi,Birmingham,auOSL,true
QZ62QKW,2094-11-10,2100-06-13,PHV,Birmingham,qeBEP,true
AZ97XHP,2094-01-08,2095-04-17,PHV,Leeds,trYUB,false
FP89AFT,2010-04-22,2082-06-19,PHV,Leeds,yfYFU,true
AP84IOC,1994-03-27,2001-03-14,taxi,Leeds,jiZYE,false
HM92MRY,1916-09-26,1918-12-03,PHV,Birmingham,agHXK,false
YU57OIY,1934-06-11,2074-10-24,PHV,Birmingham,jvFLQ,false
RK14FND,1911-07-11,2006-02-15,PHV,Birmingham,gdYQZ,true
YF97OST,2009-03-13,2059-12-08,PHV,Leeds,dyZIR,false
LR15ZUC,1903-07-03,1920-03-29,PHV,Birmingham,tbYMP,false
XL15HBD,1965-08-23,2001-01-13,PHV,Birmingham,ksEGX,false
BE36AOS,1995-04-20,2008-06-30,taxi,Leeds,vfWTO,false
TC34CHW,2014-11-16,2073-10-25,PHV,Leeds,nwSMQ,true
BU62VUW,2056-08-22,2069-02-26,PHV,Leeds,knFMU,false
MB84QTK,2028-11-20,2052-11-17,taxi,Leeds,qoKUE,false
VH94DEV,2075-06-08,2091-12-20,taxi,Birmingham,yiIEK,true
QL69CZP,2082-02-05,2097-03-14,taxi,Leeds,cxVFW,true
LH83TLM,2072-11-27,2086-05-03,taxi,Birmingham,qfMCR,false
FR49XOR,1926-04-02,1967-03-06,taxi,Birmingham,ukMQD,false
FO61MIX,1949-12-29,2031-01-17,PHV,Birmingham,ydVSB,false
PQ37YVN,1931-05-29,1999-09-29,PHV,Leeds,tyPZH,true
EV15EQR,1954-09-13,2070-06-12,PHV,Leeds,lpZKF,false
AI16NHC,1951-02-22,2050-08-10,PHV,Leeds,gaHXA,true
KS84FCG,1969-09-27,2021-04-01,PHV,Leeds,huVEY,false
KC59AQN,1958-04-19,2079-12-27,PHV,Leeds,dpKNP,false
WR98HJZ,2044-07-28,2086-04-17,PHV,Birmingham,ihYZR,false
KW52CQF,2024-09-03,2073-03-23,PHV,Leeds,msZBG,false
HV78IPX,2037-03-03,2057-02-05,taxi,Leeds,dyTXP,true
XT75UPI,2050-02-18,2088-05-10,PHV,Leeds,eoGUP,false
HE75INB,2037-05-24,2041-12-23,taxi,Leeds,raWON,true
PG79JXU,1909-04-09,1980-04-30,PHV,Birmingham,ajSTO,true
MS84LOR,2060-01-15,2089-08-26,taxi,Birmingham,zrOUN,false
GO18NGS,1904-05-10,2028-01-21,taxi,Leeds,tvRZF,false
ZD32TZU,1913-12-07,1932-01-19,PHV,Leeds,ylONQ,true
DJ27QJU,1899-11-19,2002-03-11,taxi,Leeds,pjXHG,true
FS71VKM,1926-12-20,1986-10-12,PHV,Leeds,gvJVT,true
RH21YJS,1973-05-17,2092-05-22,taxi,Leeds,plIOA,true
BE82MJN,2051-07-29,2083-05-17,taxi,Leeds,gzPMY,false
SL87TUZ,2025-09-14,2065-03-11,PHV,Birmingham,abMZB,true
HA65XCB,2042-11-10,2063-11-12,taxi,Leeds,daRWC,true
LH82NFI,1968-05-19,2060-01-01,taxi,Birmingham,wmZLX,true
NK95UBE,1926-05-09,2049-04-02,taxi,Birmingham,enGKL,true
EL39GMU,2065-11-13,2077-10-13,taxi,Birmingham,rbFRN,true
XE68LRD,2065-03-11,2071-10-29,taxi,Leeds,yvFNC,true
CW69VJB,2024-12-27,2064-01-31,PHV,Leeds,lhWRM,false
SE86MJQ,2003-12-29,2011-07-24,PHV,Birmingham,hdZVP,true
FQ25TAL,1936-11-23,2040-12-23,PHV,Birmingham,cnHTK,false
RD97ION,1997-10-27,2038-08-08,PHV,Birmingham,ygZDV,false
MU96IQH,1996-12-03,2091-06-24,taxi,Birmingham,gbFQZ,false
JV37QXP,2097-09-08,2097-11-11,taxi,Birmingham,lvHWQ,true
XZ71IMS,2016-05-16,2081-12-25,taxi,Birmingham,auXHE,false
BI82SIV,2047-11-11,2058-12-31,PHV,Leeds,dkRLH,true
DK87KRI,2009-12-17,2062-09-10,taxi,Birmingham,hlYPO,false
EL63WGK,1890-10-27,1906-09-01,taxi,Leeds,rfPWM,false
KG74ZWP,2092-07-25,2100-12-06,taxi,Birmingham,cdETH,true
ON28NFE,2012-01-09,2044-07-23,taxi,Birmingham,woSCI,true
FH64FDA,1995-05-07,1998-04-21,taxi,Birmingham,elGHV,true
VR79FZD,2055-11-16,2075-03-25,taxi,Leeds,ykUJH,true
MB14OEM,1913-08-07,2030-04-13,taxi,Leeds,stTCP,false
DW94GSQ,1977-02-04,2006-08-10,taxi,Birmingham,tpENT,false
ON65XBP,2071-02-15,2092-12-15,PHV,Birmingham,xaRSN,false
WU85INA,1998-11-03,2019-02-19,taxi,Leeds,bjHDY,true
KE54KHS,1892-05-14,1954-02-10,taxi,Birmingham,feOJT,false
KI24HTK,1963-04-24,2063-08-15,PHV,Leeds,taRIK,true
ZK54YPU,1934-03-19,2087-01-24,PHV,Birmingham,ftVYS,false
PC48VLX,1900-08-29,1940-10-24,taxi,Birmingham,rzHCV,true
VI95ELG,1999-01-04,2063-08-18,taxi,Leeds,vzQLI,true
TF67YGU,2031-12-19,2074-06-03,taxi,Leeds,hxAMS,true
YT96OGL,2092-01-05,2097-02-04,taxi,Leeds,lyXGE,false
QA85TUC,2043-05-11,2071-11-24,PHV,Birmingham,wdUNX,true
ML47SDE,2000-01-23,2041-10-07,taxi,Birmingham,osJVC,true
ZX84IVN,1946-06-01,2018-01-21,PHV,Birmingham,qpOXE,true
MQ42JOL,1891-07-18,1980-11-15,taxi,Leeds,euJDH,false
MV18GXV,1946-04-16,1948-09-02,taxi,Leeds,fwIGO,false
TF81TWB,2022-01-04,2094-08-19,PHV,Leeds,usBSL,false
XH23KUP,1899-04-29,2100-08-08,taxi,Birmingham,bkDOG,true
VA43SRW,2099-02-09,2099-07-05,taxi,Birmingham,ltRPZ,false
WP34RCT,2098-03-20,2098-11-11,taxi,Leeds,oyWMN,false
DO69YXV,1982-10-12,1995-07-20,taxi,Leeds,avXAW,false
DB24ZPA,2033-01-09,2051-08-21,PHV,Birmingham,pnAHN,true
GO74ORA,1900-11-30,1990-05-06,taxi,Leeds,ioOKX,false
OT42SBM,1953-10-22,1969-04-01,taxi,Birmingham,utGOA,false
AH19SCV,2071-09-03,2074-04-24,taxi,Leeds,xvSMP,true
OB83SRE,1918-08-20,2007-05-01,PHV,Birmingham,pgRHL,false
ZE17HVZ,2015-02-03,2056-06-14,PHV,Leeds,veMEG,false
HV12NTJ,1998-12-31,2000-04-05,PHV,Leeds,buAVP,true
PD53LGS,1978-04-24,1999-06-03,taxi,Birmingham,gwTCY,true
UT82HEA,1973-03-09,2031-03-08,taxi,Leeds,djVOR,true
KV16RMI,2080-11-30,2081-05-23,taxi,Leeds,xpTBY,true
FR23XCD,2024-09-03,2039-10-09,PHV,Leeds,jcWVC,true
EN86ITO,2057-10-12,2068-04-17,taxi,Leeds,ybQXR,false
JQ92HCZ,2041-02-11,2076-05-19,PHV,Leeds,gxFVD,true
GJ13QIV,2004-02-19,2016-06-07,PHV,Birmingham,jsXKE,false
RO59NCJ,2094-04-21,2100-03-31,PHV,Birmingham,kePQA,true
KE67WSO,2076-07-05,2087-03-18,taxi,Birmingham,anVIW,true
MC57XYG,2000-08-21,2050-11-16,taxi,Leeds,jhMCD,true
FH56ASQ,1957-02-25,2055-09-20,taxi,Birmingham,xcNBO,true
TH92VXJ,2001-03-12,2067-02-21,PHV,Birmingham,yvEYF,true
IR84RKV,2097-07-31,2100-12-28,taxi,Leeds,jkRHZ,false
YB42MVT,2012-03-15,2077-08-18,PHV,Leeds,tdIJM,false
KT92ECR,1915-08-01,1994-11-28,taxi,Birmingham,pjMKB,false
EX62VFN,2079-12-16,2083-11-01,taxi,Birmingham,gbQSC,false
CS93BCR,1904-06-15,1939-05-20,PHV,Leeds,vbXRP,true
VL89WLH,2024-03-01,2027-05-25,taxi,Leeds,qsDRF,true
LS76JAC,1946-11-14,2048-03-20,taxi,Birmingham,gjHUB,false
RL37ZRC,1997-11-24,2031-07-31,PHV,Leeds,krUJL,false
ZG38KJC,1946-09-27,2086-03-08,PHV,Leeds,dyHZA,false
LE72PEW,2085-08-10,2097-01-10,PHV,Leeds,guOWU,false
JI59OXR,1954-01-13,2038-12-12,PHV,Birmingham,owSTI,true
LR51RVT,1963-11-25,2057-11-14,PHV,Leeds,uhKRI,false
PZ82NIA,1997-10-27,2046-08-28,taxi,Leeds,ymFHW,true
YR53KRV,2003-02-13,2012-03-19,taxi,Birmingham,cfTJW,false
GF51FAO,2093-04-24,2095-12-27,PHV,Birmingham,jyVQN,false
BD42QRB,2039-10-12,2057-02-21,PHV,Leeds,gcJZW,true
LJ49PNV,1957-01-31,2032-12-22,PHV,Leeds,hwJSQ,true
AQ89OPU,1960-05-19,1961-07-16,PHV,Birmingham,hpHFU,false
KT17QCR,2059-10-17,2081-03-11,taxi,Birmingham,tmIHX,true
CJ45ORT,2034-10-31,2082-11-16,taxi,Birmingham,qhCJO,false
CO34SXK,1991-11-25,2085-10-06,PHV,Birmingham,dwXHE,true
ZS31HGB,2027-08-16,2068-07-16,PHV,Birmingham,roECB,false
BS53BTC,2080-04-07,2094-10-02,taxi,Leeds,prSWR,false
IX96ABZ,1929-07-11,1978-03-01,taxi,Birmingham,xlLMA,true
LE83ABI,2059-09-25,2073-04-29,taxi,Birmingham,fhVLM,false
EN46XYC,2099-12-07,2100-11-25,PHV,Leeds,znQEP,false
XF14RZW,1991-01-20,2086-02-09,PHV,Leeds,ujPVH,false
FQ92RMD,2003-04-07,2022-10-12,taxi,Birmingham,sjTLZ,false
JX17BAP,1945-12-08,2036-03-23,PHV,Birmingham,ngMNE,false
IE57RMF,2021-06-23,2026-06-15,PHV,Leeds,yxMOE,true
DL85JCW,1886-07-03,2021-01-08,PHV,Birmingham,cvBVS,true
PN67TOR,1994-02-11,2019-07-22,PHV,Birmingham,cvENI,true
PJ24FNH,1931-01-31,1941-06-23,PHV,Birmingham,rhFTY,true
AB29TDY,1925-11-28,2042-11-09,taxi,Leeds,yjXBE,true
GA76HMT,1917-07-07,2078-03-26,taxi,Birmingham,lqQPK,true
BM62AOQ,2011-07-22,2066-01-05,PHV,Birmingham,ogFPL,true
AU16RSQ,1980-12-07,2082-08-24,taxi,Leeds,ctAEU,true
IE28DRY,1887-02-07,1990-04-15,taxi,Birmingham,zwOXY,false
MV67KCY,1897-03-09,1919-03-08,taxi,Birmingham,bcTJI,true
CB49AJV,2050-07-03,2093-01-11,PHV,Birmingham,sgBRA,true
KC36XHZ,2020-06-20,2025-06-09,PHV,Leeds,kaHEL,false
FO46SMK,1900-12-03,1980-11-12,taxi,Birmingham,dmFTC,true
RC29ORP,1976-11-21,2027-07-12,taxi,Leeds,jxYKM,false
MW21MES,1908-08-11,1917-09-21,PHV,Birmingham,zoTPK,true
QP75OQT,1969-09-13,2031-12-13,taxi,Birmingham,neYZH,false
BA57QYV,1976-10-29,1984-07-24,PHV,Leeds,cbPLA,false
RK23AZS,2083-12-28,2094-05-10,taxi,Birmingham,afWVY,false
BA15ENC,2040-08-31,2090-06-06,taxi,Birmingham,jyDMF,true
GF27JTN,1991-01-06,2037-10-12,PHV,Birmingham,ikHCD,false
FP54FEM,1917-07-12,2019-07-22,PHV,Leeds,xjQPN,false
SW12PZF,1958-11-24,2068-05-15,taxi,Birmingham,lvJVA,false
MG51VTZ,1966-12-29,2053-08-27,PHV,Birmingham,asUPI,false
BV42AHB,2037-07-21,2073-05-18,PHV,Birmingham,lzSND,true
RO41AFM,1917-04-08,2013-12-07,taxi,Leeds,osJCL,true
QH79MBJ,2026-11-28,2038-02-13,PHV,Leeds,heJUY,true
QS98FUI,1959-03-02,2011-02-28,taxi,Leeds,tdPVL,true
NJ91UAX,2064-07-17,2073-12-02,PHV,Leeds,vsAWE,false
NX53KFB,1925-06-28,2014-10-25,taxi,Birmingham,njMPO,true
ES94LRW,2076-02-02,2092-01-21,taxi,Birmingham,wxLVX,false
SK39WCY,2066-10-08,2069-02-20,PHV,Leeds,afZGU,false
WC13SIN,2046-06-21,2070-09-05,PHV,Leeds,opCXP,false
XN31XRT,1902-07-10,2081-12-08,PHV,Leeds,beVNO,true
ZH96KAE,2025-03-26,2081-03-17,PHV,Birmingham,mpEXC,true
YE78LGR,2081-04-21,2089-01-08,taxi,Birmingham,fpHUL,true
NU34MNU,1892-11-30,1910-05-17,taxi,Leeds,fkPWU,false
LI53PXF,1953-07-29,2019-05-23,taxi,Birmingham,vaWOT,true
SO42ZMT,2009-08-25,2098-01-22,taxi,Leeds,fwZSK,false
NT84TEO,1954-01-27,2087-07-19,taxi,Birmingham,ehUSC,false
VC61TFG,1926-07-01,1962-09-18,taxi,Birmingham,glKIB,true
ZK49IWD,2031-02-21,2070-01-27,taxi,Leeds,obBDV,false
QA63JYR,1956-09-20,1967-01-25,PHV,Birmingham,erAVR,false
UR76ZDU,2018-02-12,2033-11-28,PHV,Leeds,tyLNQ,true
MT75VDJ,2025-03-30,2029-03-03,taxi,Birmingham,viAHM,false
YI24LYB,1994-08-05,2087-08-31,PHV,Birmingham,uqTXJ,true
DA95WYJ,1942-10-06,1994-03-08,taxi,Leeds,aqVZU,true
OP81QUF,2034-04-08,2096-04-16,PHV,Birmingham,wdHEA,true
WZ34ICP,1932-10-08,1942-09-10,PHV,Birmingham,taAUG,false
TZ42JTD,1905-11-18,1964-07-08,PHV,Birmingham,mbABJ,false
MO37OUP,1955-07-01,2046-07-07,PHV,Birmingham,jfRNP,true
PC51VTQ,1984-02-18,2094-05-18,taxi,Leeds,pxPRY,false
RF81KJL,1929-04-27,1984-04-12,taxi,Birmingham,nvKEW,false
QD67ZNW,2079-08-13,2094-09-12,taxi,Birmingham,gwNZC,false
ID53EDO,2038-10-08,2040-03-08,taxi,Leeds,wjTVJ,false
FQ37OKG,1953-02-12,2041-03-14,taxi,Leeds,bqZTR,false
PJ73WPS,2097-06-17,2100-05-28,PHV,Birmingham,tkSMB,true
FE12BAL,2046-11-14,2087-09-08,taxi,Leeds,sxCKG,false
SB68TGX,1934-02-17,2002-02-04,PHV,Leeds,ieKUO,true
UY41OAU,1919-10-02,1944-09-20,PHV,Leeds,jbXHZ,true
NW82RJX,2029-03-16,2045-11-21,taxi,Birmingham,wdZWT,true
GT69IPS,2082-06-24,2099-08-24,taxi,Birmingham,wpWKI,true
NS62VEX,1924-08-29,2002-09-11,PHV,Birmingham,tcUYN,true
XD31WMP,1928-11-07,2093-02-23,PHV,Leeds,xjOBZ,true
UG37ZCV,1964-01-30,2012-09-14,taxi,Leeds,imERW,false
UF86OED,1976-05-09,2020-04-15,PHV,Birmingham,qlAIH,true
WN73EDO,2007-04-16,2044-10-07,taxi,Leeds,acFZM,false
BE17UJV,1940-03-21,1962-01-02,taxi,Birmingham,hiQNK,false
FZ72VPZ,1946-08-05,2054-08-20,PHV,Birmingham,mbMZR,true
CP65GXF,2071-12-13,2083-04-14,taxi,Birmingham,qmHKP,false
NA83XEZ,2052-05-27,2093-04-01,PHV,Birmingham,fkSHK,true
TY64PLG,2003-03-25,2044-04-18,taxi,Birmingham,mtQGB,true
LD41AUE,2071-04-12,2085-03-15,PHV,Leeds,tfSPF,true
JD98BHA,1904-01-05,2072-12-30,PHV,Leeds,heMHR,false
EB47YOR,1940-09-27,1980-11-18,PHV,Birmingham,izMJF,true
ZJ73TVP,1998-04-09,2020-04-09,PHV,Leeds,akAVS,true
GE49YDR,1895-02-22,1936-10-22,taxi,Birmingham,bhHOJ,true
KS41ROW,1894-06-25,1991-10-07,PHV,Leeds,arIYJ,false
BN76MAP,1904-05-22,1947-04-06,PHV,Leeds,kfALS,true
VL52RMN,1984-03-03,2018-10-10,taxi,Leeds,fhJAC,true
XP69LAU,1946-08-27,2003-05-18,taxi,Birmingham,jbQTB,true
ZH62BIT,1977-04-03,2052-06-08,PHV,Birmingham,alZWE,true
LM86GBJ,2090-05-24,2098-08-06,PHV,Leeds,koVYG,false
FH84EYB,1895-08-10,2058-09-02,PHV,Leeds,biSVI,false
DW25IEU,1897-10-17,2018-09-26,taxi,Leeds,ynYXV,false
BH98VPT,1972-06-10,2093-01-07,taxi,Leeds,ezKSI,true
GI14BST,1957-11-15,2017-08-09,PHV,Leeds,chNGV,true
YH51VXD,2025-08-18,2089-09-17,taxi,Leeds,koTBD,true
KT68ANX,1892-11-23,2074-12-15,taxi,Birmingham,sqDAQ,false
TS95ZKJ,1890-07-29,1894-03-05,taxi,Birmingham,arEZD,false
EJ35JOF,2028-05-22,2094-03-02,PHV,Leeds,wkHPM,true
US49LOF,1950-12-15,2044-02-04,PHV,Birmingham,rmBLV,true
RJ31NQT,1941-03-17,2069-08-15,taxi,Birmingham,psCHN,true
WA72FGV,1964-05-26,2073-12-22,PHV,Leeds,lyRSM,false
TO97JHD,2074-11-30,2096-09-30,PHV,Leeds,qvHGX,true
LX45ZYU,2088-08-25,2090-07-30,taxi,Leeds,xiDKG,true
GF83JBP,2014-01-29,2047-05-31,taxi,Leeds,pjVPO,false
FE28SVM,1923-12-07,2051-12-25,PHV,Birmingham,pbWAY,true
QE62BOA,1898-12-30,2097-03-24,PHV,Birmingham,pgHPZ,false
PW89HPT,1919-04-01,1951-08-02,PHV,Leeds,scTNM,false
NS41GZH,2070-04-20,2088-02-23,taxi,Birmingham,phTDP,false
RY89AXB,1950-04-10,2021-04-18,taxi,Birmingham,uzEZV,true
YQ97WAC,2087-09-01,2088-03-07,PHV,Leeds,wxBOF,true
ID81MCB,1942-05-17,2010-10-12,PHV,Birmingham,pgQTN,false
SL29IDT,1949-08-23,2035-10-29,taxi,Leeds,xqQNZ,true
GW42GJY,1956-09-16,1968-01-26,PHV,Birmingham,ubUKM,true
OG43HLM,2068-10-01,2089-02-18,taxi,Birmingham,ylBPW,false
XV68RYJ,1977-02-07,2001-02-05,PHV,Birmingham,jhWKZ,true
PA57SHX,1885-04-30,2060-07-22,PHV,Birmingham,fzPBL,true
KL47GPL,2091-07-21,2092-03-27,PHV,Birmingham,ajKQA,false
JG48AXW,1943-04-08,1972-04-12,taxi,Birmingham,gvGNY,false
ZI45TDE,1983-01-19,1994-11-05,PHV,Leeds,xkUXQ,true
UO79XWY,1990-10-31,2040-11-09,taxi,Birmingham,ylDJR,false
BX81ZMS,2015-04-04,2071-09-11,taxi,Birmingham,cmJVM,false
NK57EHR,2081-01-10,2088-04-07,taxi,Birmingham,knOGA,false
UT31PJR,2090-05-05,2091-09-17,PHV,Birmingham,vsUYK,false
FD26VDR,2013-02-02,2032-09-17,PHV,Birmingham,hjYEV,false
HR76OSE,1987-12-20,1994-11-29,taxi,Birmingham,pwRCZ,false
UP29FHL,2057-07-04,2091-12-30,taxi,Leeds,zsVIB,false
HQ73XLD,1996-03-31,2083-07-24,taxi,Leeds,ruIAJ,false
